"","carat","cut","color","clarity","total_depth","table","length","width","depth","price"
"23311",1.71,"Premium","G","SI2",60.9,58,7.72,7.68,4.69,11351
"36679",0.52,"Ideal","I","SI1",61.8,54,5.17,5.19,3.2,950
"41501",0.62,"Premium","F","SI2",59.1,58,5.6,5.57,3.3,1234
"39558",0.32,"Ideal","G","VVS1",61.9,56,4.4,4.39,2.72,1080
"45846",0.5,"Good","G","VVS2",63.4,57,5.06,5.1,3.22,1715
"18522",1.6,"Premium","J","SI1",62.2,58,7.48,7.54,4.67,7550
"13076",1.26,"Premium","D","SI2",61.9,58,6.88,6.81,4.24,5412
"53200",0.79,"Very Good","F","SI1",62.8,55,5.88,5.94,3.71,2633
"43438",0.55,"Premium","G","SI1",61.3,59,5.28,5.23,3.22,1415
"28229",0.33,"Premium","G","VS1",60.8,59,4.43,4.45,2.7,666
"24624",1.11,"Ideal","F","VVS1",62.1,57,6.62,6.69,4.13,12956
"53067",0.7,"Good","H","VVS2",63.8,57,5.61,5.51,3.55,2608
"25146",1.53,"Ideal","D","SI1",61.2,56,7.48,7.45,4.57,13714
"6123",1.02,"Very Good","F","SI2",61.1,62,6.49,6.54,3.98,3984
"24174",1.33,"Ideal","G","VVS2",61.7,58,7.04,7.07,4.35,12345
"26057",2.13,"Ideal","J","VS2",62.1,55,8.23,8.29,5.13,15258
"13063",1.01,"Good","E","SI1",63.2,59,6.27,6.35,3.99,5411
"10645",1.03,"Very Good","H","SI1",60.8,60,6.47,6.5,3.94,4836
"7367",0.96,"Very Good","F","SI2",59.8,59,6.38,6.45,3.84,4218
"29266",0.31,"Premium","E","SI1",60.1,61,4.4,4.35,2.63,698
"9355",1.03,"Ideal","H","SI1",59.7,55,6.6,6.64,3.95,4585
"22635",1.21,"Ideal","G","VS1",61.8,57,6.81,6.86,4.23,10685
"33180",0.41,"Very Good","E","SI2",63.5,55,4.73,4.69,2.99,818
"10243",1.11,"Premium","H","SI1",58.9,59,6.82,6.76,4,4748
"23004",1.3,"Premium","G","VVS1",60.5,60,7.01,7.05,4.25,11061
"15793",1.26,"Very Good","H","SI1",62.1,57,6.88,6.94,4.29,6320
"44172",0.53,"Ideal","D","SI1",62,57,5.19,5.23,3.23,1566
"38504",0.47,"Good","H","VS1",65.1,59,4.81,4.87,3.15,1031
"37138",0.33,"Ideal","F","IF",61.3,55,4.48,4.49,2.75,971
"34892",0.31,"Ideal","D","VS2",59.4,56,4.45,4.4,2.63,879
"28609",0.3,"Premium","E","SI1",61.7,56,4.29,4.27,2.64,675
"25661",2.02,"Premium","H","SI1",62.2,59,8.09,8.05,5.02,14574
"41248",0.54,"Ideal","H","SI2",61.2,56,5.27,5.24,3.21,1208
"41256",0.3,"Very Good","F","SI1",62.9,57,4.25,4.27,2.68,500
"23647",1.67,"Ideal","H","SI1",61.6,55,7.68,7.62,4.71,11678
"35186",0.31,"Ideal","G","IF",61.3,56,4.38,4.4,2.69,891
"49041",0.71,"Fair","G","SI2",64.8,58,5.6,5.57,3.62,2055
"24178",1.72,"Very Good","D","SI2",63.4,62,7.59,7.53,4.79,12360
"3624",0.73,"Ideal","E","VS2",61.6,56,5.8,5.82,3.58,3429
"53346",0.7,"Ideal","E","SI1",61.4,57,5.71,5.75,3.52,2656
"37068",0.42,"Ideal","H","VVS1",61.8,55,4.8,4.85,2.98,969
"9225",1.1,"Premium","H","SI2",62.6,57,6.6,6.56,4.12,4558
"15881",1,"Good","F","VS2",63.9,62,6.26,6.32,4.02,6352
"47826",0.76,"Premium","J","SI1",58.4,59,6.01,5.97,3.51,1904
"38586",0.41,"Ideal","F","VVS2",62.1,55,4.77,4.79,2.97,1036
"33109",0.4,"Good","G","VS2",59.6,63,4.77,4.81,2.85,816
"11225",1.11,"Good","I","VS2",63.6,58,6.52,6.57,4.16,4963
"11748",1.03,"Premium","D","SI2",60.6,60,6.52,6.46,3.93,5076
"28979",0.25,"Very Good","E","VS2",63.3,56,4.01,4.05,2.55,436
"42501",0.57,"Premium","E","SI2",61,60,5.36,5.32,3.26,1320
"43654",0.51,"Ideal","H","SI2",61.7,55,5.13,5.15,3.17,1435
"25467",1.5,"Premium","G","VS1",61.2,59,7.36,7.32,4.49,14234
"47935",0.56,"Ideal","E","VS2",61.7,54,5.35,5.28,3.28,1915
"6306",1.5,"Good","H","I1",64,56,7.18,7.05,4.56,4022
"16498",1.11,"Very Good","G","VS2",62.2,55,6.61,6.67,4.13,6593
"19757",1.72,"Premium","J","SI1",61.7,58,7.71,7.81,4.79,8324
"41074",0.41,"Ideal","F","VVS2",60.1,57,4.85,4.83,2.91,1192
"20602",1.24,"Very Good","F","VS2",60.9,60,6.96,6.93,4.23,8907
"40457",0.5,"Ideal","H","SI1",62.4,56,5.07,5.09,3.17,1140
"15336",1.02,"Ideal","D","SI1",62.8,56,6.44,6.39,4.03,6158
"24012",2.08,"Ideal","J","SI2",62.3,55,8.23,8.17,5.11,12179
"34781",0.41,"Premium","D","SI2",62.4,60,4.77,4.71,2.96,876
"15075",1.03,"Ideal","F","SI1",61.3,56,6.51,6.55,4,6059
"48749",0.54,"Very Good","D","VS1",63,54,5.19,5.23,3.28,2016
"23721",0.25,"Very Good","F","VVS1",62.2,56,4.02,4.03,2.5,633
"30130",0.32,"Premium","G","VS2",62.6,58,4.39,4.37,2.74,720
"21516",1.61,"Ideal","I","SI1",62.7,55,7.54,7.48,4.71,9611
"8495",0.9,"Good","D","SI1",61.9,62,6.15,6.17,3.81,4419
"13404",0.32,"Very Good","F","VS2",61.2,58,4.38,4.41,2.69,602
"44199",0.51,"Ideal","D","SI1",62.4,57,5.09,5.13,3.19,1569
"18183",1.14,"Ideal","G","VS2",62,55,6.68,6.77,4.17,7371
"48905",0.5,"Very Good","F","VVS2",61.9,59,5.07,5.11,3.15,2041
"39218",0.32,"Ideal","D","VS2",61.7,55,4.39,4.42,2.72,1066
"23673",1.16,"Premium","G","VVS1",61.6,55,6.85,6.72,4.18,11717
"10232",1.06,"Ideal","I","SI1",61.9,54,6.56,6.59,4.07,4745
"27773",0.32,"Premium","H","VS2",61.7,59,4.4,4.35,2.7,648
"51850",0.7,"Premium","F","SI1",61.3,59,5.74,5.68,3.5,2423
"33520",0.41,"Ideal","H","VS1",61.6,57,4.77,4.81,2.95,829
"17267",1.65,"Premium","G","I1",62,59,7.57,7.53,4.68,6912
"6001",1.01,"Premium","H","SI2",60.6,61,6.45,6.38,3.89,3959
"11491",1.13,"Very Good","F","SI1",61.2,59,6.72,6.75,4.12,5017
"48311",0.25,"Ideal","F","VS2",61.6,55,4.06,4.08,2.51,535
"25380",0.31,"Ideal","E","VS2",62.4,53,4.33,4.36,2.71,642
"37884",0.3,"Very Good","E","VVS1",61.8,56,4.29,4.32,2.66,1006
"33626",0.33,"Ideal","I","SI1",61.3,56,4.44,4.47,2.73,463
"45928",0.53,"Ideal","E","VS2",62.7,54,5.15,5.18,3.24,1721
"38659",0.42,"Premium","D","SI1",61.1,60,4.83,4.79,2.94,1040
"50840",0.7,"Ideal","G","SI1",61.9,58,5.69,5.72,3.53,2310
"10917",1.02,"Ideal","G","SI2",61,57,6.51,6.58,3.99,4890
"48809",0.56,"Ideal","D","VS1",60.4,56,5.36,5.33,3.23,2026
"43117",0.52,"Good","H","VS2",63.6,57,5.1,5.05,3.23,1385
"16223",1.05,"Ideal","G","VS2",60.8,57,6.58,6.65,4.02,6486
"5323",0.79,"Very Good","F","VS1",61,55,6.01,6.03,3.67,3806
"24085",1.7,"Very Good","H","VS2",63.3,57,7.59,7.54,4.79,12228
"17825",1.5,"Premium","H","SI2",61.4,62,7.4,7.25,4.49,7187
"41959",0.23,"Very Good","E","VVS2",60.8,61,3.91,3.94,2.39,505
"21822",1.5,"Good","G","SI1",60.2,61,7.27,7.32,4.39,9892
"31713",0.42,"Ideal","I","VS1",61.5,55,4.83,4.86,2.98,771
"10494",1.02,"Premium","H","SI2",62.6,58,6.44,6.4,4.02,4798
"36571",0.45,"Fair","F","VS1",66.9,54,4.85,4.75,3.21,945
"344",0.71,"Very Good","E","VS2",64,57,5.66,5.68,3.63,2804
"46139",0.5,"Ideal","E","VS1",62.7,57,5.04,5.11,3.18,1745
"35519",0.43,"Very Good","F","VS2",61.6,59,4.78,4.87,2.97,905
"4574",0.92,"Premium","G","SI2",58.4,58,6.4,6.34,3.73,3648
"40996",0.5,"Premium","E","SI2",61.8,59,5.07,5.03,3.12,1181
"32919",0.42,"Ideal","D","SI1",61.5,56,4.81,4.85,2.97,810
"28863",0.36,"Ideal","F","VS2",62,54,4.58,4.61,2.85,684
"53576",0.7,"Ideal","E","VS2",62.7,56,5.73,5.63,3.56,2697
"29725",0.31,"Premium","H","VVS1",62.6,58,4.29,4.33,2.7,707
"38878",0.4,"Premium","D","VS2",59.1,57,4.87,4.81,2.86,1050
"13871",1.11,"Ideal","D","SI2",61.6,55,6.66,6.62,4.09,5648
"6177",0.9,"Premium","F","SI1",61.6,60,6.19,6.14,3.8,3992
"14316",1.16,"Very Good","H","SI2",62.8,59,6.7,6.64,4.19,5799
"3069",0.73,"Premium","E","VS1",60.9,61,5.81,5.79,3.53,3311
"52546",0.76,"Very Good","F","SI1",62.7,57,5.81,5.86,3.66,2533
"19051",1.59,"Very Good","I","SI2",61.6,57,7.51,7.56,4.64,7835
"767",0.76,"Ideal","E","SI1",62.7,54,5.88,5.83,3.67,2858
"28249",0.33,"Ideal","G","VS1",62.1,55,4.43,4.46,2.76,666
"8106",1.15,"Premium","I","SI2",62.6,57,6.73,6.69,4.2,4347
"36416",0.31,"Premium","E","VS1",61.9,58,4.32,4.31,2.67,942
"19261",1.51,"Premium","I","SI1",61.8,60,7.23,7.3,4.49,7989
"12726",0.9,"Premium","E","VS2",59.5,58,6.33,6.28,3.75,5312
"3617",0.77,"Premium","D","VS2",61.2,59,5.91,5.86,3.6,3428
"19056",1.01,"Premium","E","VS1",62.9,60,6.36,6.32,3.99,7839
"53218",0.72,"Good","H","VS1",60,61.2,5.74,5.83,3.47,2637
"8403",0.9,"Very Good","G","SI1",62.9,54,6.14,6.16,3.87,4401
"25537",2.14,"Ideal","G","SI2",62.9,56,8.18,8.14,5.13,14359
"10086",1.12,"Ideal","G","SI2",62.4,56,6.63,6.67,4.15,4712
"34535",0.33,"Ideal","G","VVS1",61.5,56,4.45,4.46,2.74,868
"44872",0.55,"Very Good","E","VS2",61.7,59,5.2,5.27,3.23,1629
"2158",0.75,"Very Good","F","VS1",63.2,57,5.78,5.74,3.64,3129
"45276",0.54,"Very Good","D","SI1",62.1,58,5.21,5.23,3.24,1662
"32777",0.34,"Premium","D","SI1",62.4,58,4.46,4.42,2.77,803
"2577",0.71,"Ideal","E","VS1",62.3,54,5.69,5.73,3.56,3212
"20411",1,"Very Good","F","VVS2",62.3,57,6.34,6.41,3.97,8772
"28637",0.33,"Very Good","J","VS1",62.8,58,4.38,4.41,2.76,434
"6940",1,"Fair","E","SI1",66.3,62,6.27,6.06,4.09,4140
"41249",0.56,"Premium","G","SI2",60,60,5.48,5.42,3.11,1208
"8758",0.9,"Very Good","D","SI1",61.7,60,6.14,6.17,3.8,4466
"53809",0.81,"Very Good","G","SI1",60.7,56,6.06,6.09,3.69,2733
"3307",0.73,"Premium","E","VS1",61.2,58,5.77,5.83,3.55,3370
"189",0.71,"Very Good","F","VS2",62.8,57,5.64,5.69,3.56,2777
"53242",0.59,"Ideal","E","VVS2",62,55,5.36,5.41,3.34,2643
"226",0.72,"Premium","D","SI1",62.7,59,5.73,5.69,3.58,2782
"7396",0.33,"Premium","E","SI1",60.9,58,4.46,4.5,2.73,579
"41626",0.29,"Ideal","F","VS2",61.6,56,4.28,4.32,2.65,504
"31153",0.41,"Premium","F","SI1",61.8,58,4.75,4.76,2.94,755
"27479",2.05,"Very Good","H","VS2",61.8,60,8.14,8.19,5.05,18152
"28394",0.33,"Ideal","H","VS2",62.2,57,4.46,4.42,2.76,668
"3918",0.83,"Premium","F","VS2",60.2,60,6.09,6.04,3.65,3495
"19004",1.11,"Ideal","F","VS2",61.9,55,6.62,6.66,4.11,7823
"18515",1.17,"Ideal","G","VS2",62,56,6.74,6.71,4.17,7548
"8107",1.15,"Ideal","J","SI1",61.8,57,6.73,6.67,4.14,4347
"44397",0.5,"Very Good","E","VS2",63.4,58,5.08,5.05,3.21,1583
"31099",0.41,"Ideal","I","VVS2",61.6,56,4.79,4.82,2.96,753
"51339",0.52,"Ideal","D","VVS2",62.3,56,5.12,5.15,3.2,2362
"1605",0.7,"Ideal","F","VS2",61.4,58,5.7,5.73,3.51,3011
"9721",1.01,"Very Good","G","SI1",62.4,58,6.39,6.44,4,4653
"23963",1.57,"Premium","H","VVS2",62.1,56,7.47,7.43,4.63,12098
"26203",1.5,"Fair","E","VS1",65.4,57,7.14,7.07,4.65,15584
"39156",0.36,"Ideal","F","IF",61.4,56,4.57,4.61,2.82,1063
"52635",0.27,"Very Good","F","VVS2",61.3,62,4.15,4.2,2.56,552
"49584",0.65,"Premium","D","SI1",60.5,58,5.61,5.57,3.38,2134
"50985",0.31,"Good","E","SI1",63.1,55,4.33,4.36,2.74,544
"51614",0.73,"Very Good","E","SI2",59.3,57,5.88,5.95,3.51,2395
"278",0.81,"Premium","I","VVS2",61.9,60,5.91,5.86,3.64,2795
"5490",0.83,"Ideal","F","VS2",61.6,58,6.04,6.07,3.73,3841
"17824",1.08,"Ideal","G","VS2",62.3,54,6.59,6.61,4.11,7187
"34648",0.31,"Ideal","E","VS2",61.8,54,4.37,4.34,2.69,872
"42547",0.85,"Fair","H","I1",61,61,6.2,6,3.73,1324
"23257",1.51,"Very Good","H","VS1",63.2,60,7.23,7.17,4.55,11263
"35815",0.31,"Ideal","F","IF",61.3,55,4.38,4.43,2.7,914
"38477",0.42,"Ideal","D","VS2",62.2,55,4.75,4.8,2.97,1031
"4938",0.9,"Premium","H","SI1",60.7,59,6.26,6.19,3.78,3730
"8288",1.01,"Ideal","G","SI2",61,56,6.48,6.54,3.97,4383
"51247",0.7,"Very Good","D","SI2",63.3,57,5.64,5.6,3.56,2354
"27017",2.71,"Premium","E","SI2",60.4,59,9.13,9.03,5.48,17146
"42004",0.58,"Very Good","E","SI2",63.5,60,5.24,5.28,3.34,1265
"28542",0.3,"Premium","E","SI1",59.5,58,4.42,4.39,2.62,675
"42408",0.52,"Very Good","I","VS1",61,58,5.18,5.22,3.17,1310
"36688",0.39,"Premium","E","VS2",61.4,58,4.73,4.68,2.89,951
"11513",1.03,"Ideal","D","SI2",62.5,55,6.41,6.48,4.03,5021
"11740",1.22,"Very Good","I","SI2",62.9,56,6.79,6.84,4.29,5072
"20336",1.5,"Ideal","G","SI2",61.4,56,7.38,7.34,4.52,8736
"28861",0.3,"Ideal","F","VVS2",62.3,54,4.32,4.35,2.7,684
"7803",1.02,"Premium","G","SI2",62.5,59,6.37,6.42,4,4291
"24200",1.53,"Very Good","E","SI1",60.8,60,7.43,7.51,4.54,12386
"51660",0.3,"Ideal","G","VS2",61.6,58,4.27,4.3,2.64,545
"4032",0.71,"Ideal","E","SI1",60.5,56,5.81,5.84,3.53,3527
"44704",0.57,"Premium","H","VS1",61.7,58,5.33,5.3,3.28,1613
"46229",0.5,"Ideal","D","VS2",62.5,54,5.05,5.09,3.17,1752
"22471",1.51,"Premium","G","SI1",62.2,58,7.26,7.3,4.53,10497
"9775",1.12,"Premium","D","SI2",59.5,59,6.8,6.75,4.03,4663
"36795",0.34,"Ideal","E","VS2",62.4,56,4.49,4.45,2.79,956
"28644",0.33,"Premium","I","SI1",60.4,59,4.5,4.54,2.73,434
"16062",1.01,"Good","F","VS2",63.1,60,6.36,6.39,4.02,6416
"2517",0.7,"Ideal","E","VS2",61.1,59,5.67,5.73,3.48,3201
"406",0.29,"Very Good","E","VS1",61.9,55,4.28,4.33,2.66,555
"16670",1.01,"Ideal","G","VS2",60.9,57,6.48,6.51,3.95,6663
"16191",1.01,"Premium","G","VVS2",61.9,60,6.45,6.41,3.98,6470
"40189",0.43,"Ideal","I","VVS1",60.6,57,4.88,4.94,2.97,1120
"791",0.66,"Premium","D","VS1",61,58,5.67,5.57,3.43,2861
"11654",1.01,"Good","D","SI1",63.9,60,6.29,6.32,4.03,5055
"42992",0.36,"Very Good","E","IF",60.3,57,4.6,4.63,2.78,1368
"24391",1.7,"Ideal","I","VS1",62.2,55,7.63,7.67,4.76,12622
"44994",0.31,"Premium","I","SI1",60.7,60,4.37,4.33,2.64,523
"44997",0.31,"Very Good","I","SI1",63.3,53,4.32,4.3,2.73,523
"22695",0.4,"Very Good","G","SI2",62.9,57,4.68,4.7,2.95,630
"27861",0.33,"Good","D","VS2",61.8,61,4.4,4.44,2.73,652
"52274",0.72,"Premium","F","SI1",61.7,59,5.74,5.7,3.53,2492
"52663",0.71,"Very Good","I","VVS1",63,58,5.66,5.68,3.57,2549
"8041",0.39,"Good","J","VS2",63.3,56,4.6,4.63,2.92,581
"1408",0.41,"Ideal","I","SI1",61.7,55,4.77,4.8,2.95,561
"51745",0.56,"Ideal","E","VVS2",61,56,5.32,5.36,3.26,2404
"7059",0.33,"Very Good","E","SI1",60.7,57,4.43,4.47,2.7,579
"8976",0.97,"Very Good","G","SI1",61,59,6.36,6.4,3.89,4504
"10773",1.02,"Ideal","F","SI2",61.3,56,6.5,6.48,3.98,4855
"8892",1.17,"Ideal","I","SI2",62.2,56,6.72,6.79,4.2,4488
"27737",2.03,"Very Good","H","SI1",63,60,8,7.93,5.02,18781
"46394",0.5,"Premium","F","VS1",60.6,59,5.19,5.14,3.13,1764
"45438",0.51,"Very Good","E","VS2",59.5,63,5.22,5.17,3.09,1671
"12368",0.26,"Very Good","E","VVS1",61.4,58,4.12,4.15,2.54,597
"52453",0.59,"Ideal","E","VVS2",61,58,5.39,5.43,3.3,2515
"41964",0.23,"Very Good","E","VVS2",62.3,55,3.9,3.93,2.44,505
"29665",0.35,"Ideal","F","VS2",62.4,57,4.5,4.51,2.81,706
"35846",0.4,"Ideal","G","VVS2",62.6,53,4.72,4.77,2.97,917
"12874",1.03,"Premium","H","VS2",60.9,58,6.55,6.48,3.97,5364
"41578",0.5,"Premium","E","SI1",62.4,60,4.98,4.96,3.1,1238
"17783",1.24,"Premium","F","SI1",61.6,59,6.94,6.89,4.26,7162
"43609",0.34,"Very Good","G","SI1",60.8,59,4.46,4.56,2.74,507
"36984",0.24,"Ideal","F","VVS1",61.1,56,4.01,4.05,2.47,963
"3935",0.71,"Ideal","F","VVS2",62,57,5.7,5.65,3.52,3499
"20531",1.23,"Premium","F","VS2",59.6,58,6.94,7.02,4.16,8855
"3376",0.24,"Ideal","F","VS2",61.8,57,3.97,3.99,2.46,408
"36374",0.32,"Ideal","G","IF",61.9,56,4.39,4.46,2.74,940
"25298",1.25,"Very Good","F","IF",60.3,58,6.96,7.03,4.22,13953
"41381",0.55,"Ideal","E","SI2",62,56,5.27,5.31,3.28,1221
"22160",1.24,"Premium","G","VVS2",59.9,60,6.98,7,4.19,10202
"18534",1.51,"Premium","J","VS2",62.8,59,7.2,7.17,4.51,7553
"24387",0.41,"Good","E","SI2",63.8,57,4.68,4.75,3.01,638
"42998",0.55,"Very Good","D","SI2",63.2,56,5.24,5.21,3.3,1368
"7965",1.09,"Very Good","D","SI2",59.2,63,6.71,6.67,3.96,4322
"26463",2.37,"Premium","H","SI2",62.3,57,8.55,8.5,5.31,16021
"33013",0.3,"Very Good","F","VVS1",61.1,57,4.31,4.33,2.64,814
"9812",1.11,"Premium","G","SI2",61.5,58,6.6,6.67,4.08,4670
"37230",0.4,"Ideal","E","VS2",62.9,55,4.74,4.73,2.98,975
"31601",0.2,"Premium","D","VS2",62.3,60,3.73,3.68,2.31,367
"43180",0.42,"Very Good","F","VVS1",61.9,58,4.77,4.82,2.97,1391
"30480",0.31,"Premium","D","SI1",60.2,56,4.4,4.37,2.64,732
"35930",0.43,"Ideal","D","SI2",62.6,56,4.88,4.84,3.04,919
"11375",0.34,"Premium","H","VS1",61.4,59,4.5,4.53,2.77,596
"24828",1.51,"Premium","F","VS2",61.8,56,7.39,7.28,4.53,13221
"25206",1.24,"Ideal","D","VVS2",62.6,55,6.89,6.94,4.33,13803
"42025",0.52,"Very Good","G","SI1",60,57,5.25,5.29,3.16,1267
"1365",0.9,"Fair","J","VS1",64.6,58,6.12,6.06,3.93,2964
"22863",1.63,"Good","F","SI1",57.7,60,7.71,7.79,4.47,10901
"48672",0.5,"Very Good","F","VVS2",61.9,56,5.09,5.12,3.16,2003
"48051",0.7,"Ideal","J","SI1",60.4,56,5.71,5.74,3.46,1926
"29164",0.27,"Good","D","VVS2",64.3,55,4.14,4.09,2.65,693
"17944",1.7,"Premium","I","SI2",59.4,59,7.83,7.75,4.63,7250
"23005",1.02,"Premium","E","VVS1",61.5,59,6.41,6.46,3.96,11062
"21114",1.5,"Good","E","SI2",63.3,57,7.31,7.33,4.63,9281
"30241",0.4,"Good","F","VS2",64.1,56,4.65,4.71,3,723
"20323",1.5,"Good","J","VS1",63.3,57,7.2,7.24,4.57,8736
"18367",0.37,"Ideal","F","SI1",62.4,54,4.6,4.63,2.88,616
"22952",1.59,"Premium","G","SI1",62.1,58,7.45,7.43,4.62,10996
"24003",1.74,"Premium","I","VS2",58.6,59,7.99,7.87,4.65,12168
"3603",0.93,"Good","G","SI2",64.5,56.3,6.08,6.14,3.94,3425
"15206",1.01,"Ideal","G","VS2",62.4,56,6.41,6.37,3.99,6108
"12042",0.4,"Good","G","SI2",63.2,56,4.7,4.73,2.98,596
"12611",1.04,"Very Good","F","SI1",60.1,62,6.54,6.6,3.95,5290
"9144",1,"Very Good","I","SI1",63.3,56,6.27,6.36,4,4538
"40331",0.56,"Ideal","G","SI2",61,57,5.34,5.32,3.25,1127
"48781",0.51,"Premium","E","VS1",58.2,58,5.33,5.29,3.09,2020
"4716",0.28,"Very Good","E","VVS2",60.1,62,4.25,4.27,2.56,572
"48111",0.5,"Premium","G","VVS2",60.9,59,5.12,5.09,3.11,1935
"28355",0.34,"Ideal","H","VVS2",61.7,55,4.48,4.5,2.77,667
"4237",1.15,"Premium","G","I1",61.2,58,6.8,6.74,4.14,3574
"813",0.71,"Premium","D","SI1",60.6,58,5.79,5.77,3.5,2863
"30870",0.33,"Premium","G","VS2",62.1,56,4.44,4.41,2.75,743
"30736",0.35,"Good","D","SI1",57.7,60,4.69,4.64,2.69,739
"25406",2.06,"Ideal","I","SI2",62.4,55,8.1,8.14,5.07,14120
"36158",0.33,"Ideal","E","VS2",62.6,57,4.42,4.37,2.75,928
"32086",0.33,"Ideal","D","VS2",61.9,53,4.46,4.49,2.77,781
"3183",0.91,"Good","G","SI2",63.3,57,6.08,6.12,3.86,3340
"34402",0.34,"Ideal","H","IF",61.7,56,4.5,4.51,2.78,863
"34283",0.39,"Premium","H","SI2",61.2,58,4.51,6.02,4.44,468
"36347",0.42,"Very Good","I","IF",60.1,58,4.83,4.88,2.92,938
"5758",1.04,"Premium","G","SI2",60.6,59,6.6,6.56,3.99,3896
"44549",0.54,"Ideal","G","VS2",61.2,56,5.25,5.26,3.22,1605
"6970",1.01,"Good","G","SI2",62.4,60,6.32,6.38,3.96,4150
"17261",1.23,"Premium","G","SI1",62.5,59,6.84,6.77,4.25,6909
"6332",0.83,"Ideal","F","VS1",62,57,6.02,5.97,3.72,4030
"16141",1,"Premium","G","VS2",60.6,59,6.42,6.36,3.87,6451
"27083",2.14,"Ideal","I","SI1",62.1,58,8.21,8.26,5.11,17213
"1116",0.73,"Very Good","H","VS1",60.8,57,5.8,5.83,3.54,2916
"12870",1.21,"Very Good","G","SI2",59.3,59,6.97,7,4.14,5364
"35779",0.32,"Ideal","F","VVS1",62.1,54,4.41,4.42,2.74,912
"25301",1.58,"Very Good","G","VS1",62.8,57,7.34,7.4,4.63,13963
"53481",0.71,"Ideal","E","SI1",62.4,56,5.68,5.7,3.55,2681
"53003",0.7,"Premium","D","SI2",60.4,60,5.79,5.74,3.48,2596
"48760",0.5,"Premium","F","VVS2",60.9,58,5.13,5.09,3.11,2016
"21039",0.31,"Very Good","F","VS2",61.5,56,4.34,4.41,2.69,625
"47236",0.51,"Very Good","E","VS1",59.6,56,5.19,5.24,3.11,1841
"42048",0.55,"Premium","E","SI2",59.7,58,5.33,5.35,3.19,1269
"3146",0.71,"Ideal","G","VVS1",61.4,59,5.7,5.76,3.52,3332
"10888",1.21,"Ideal","I","SI2",60.7,56,6.86,6.91,4.18,4880
"5524",1.01,"Very Good","G","SI2",61.9,55,6.43,6.46,3.99,3852
"17318",1.15,"Premium","D","SI1",63,57,6.69,6.64,4.2,6942
"1229",1,"Good","H","I1",57.6,61,6.67,6.6,3.82,2940
"8044",0.38,"Premium","I","SI1",60.5,58,4.67,4.72,2.84,581
"51442",0.7,"Ideal","H","SI1",61.7,57,5.7,5.68,3.51,2375
"28365",0.4,"Good","D","SI1",60.3,61,4.74,4.78,2.87,667
"12114",1.25,"Premium","J","SI1",62,58,6.9,6.88,4.27,5166
"43833",0.59,"Very Good","I","VS2",60.3,59,5.41,5.43,3.27,1445
"26704",0.32,"Ideal","G","VS1",62.3,55,4.37,4.4,2.73,645
"27025",2.74,"Very Good","J","SI2",61.5,62,8.87,8.9,5.46,17164
"41839",0.5,"Premium","H","VS1",62.7,59,5.03,4.98,3.14,1253
"46628",0.3,"Ideal","H","VS1",62.2,57,4.28,4.3,2.67,526
"26271",2.48,"Very Good","H","SI2",63.3,56,8.6,8.55,5.43,15746
"18768",1.35,"Premium","H","SI1",62.4,58,7.03,6.95,4.36,7673
"22495",2,"Premium","I","SI2",62.3,57,8.12,8.05,5.03,10528
"38101",0.36,"Ideal","E","VS2",61.2,56,4.62,4.6,2.82,1013
"38761",0.51,"Ideal","F","SI2",62.7,57,5.08,5.1,3.19,1046
"2204",0.73,"Ideal","D","SI1",62.4,53,5.82,5.79,3.62,3140
"1415",1.06,"Premium","I","SI2",61.5,57,6.57,6.49,4.02,2968
"33428",0.32,"Ideal","G","VS1",61.3,55,4.46,4.42,2.72,828
"37295",0.52,"Good","I","SI1",63.3,55,5.1,5.13,3.24,978
"32380",0.39,"Very Good","J","VS1",63.1,56,4.7,4.62,2.94,790
"43357",0.58,"Premium","E","SI1",58.5,55,5.52,5.39,3.19,1407
"1263",0.82,"Good","H","VS2",62.4,54,5.97,6.04,3.75,2947
"18894",1.64,"Very Good","J","SI2",62,59,7.47,7.52,4.65,7750
"33754",0.31,"Ideal","F","VVS1",62,54,4.34,4.37,2.7,840
"22580",1.32,"Ideal","G","VS1",62.4,53,7.03,7.08,4.4,10631
"30802",0.43,"Ideal","F","SI2",60.7,57,4.88,4.91,2.97,742
"27363",0.34,"Ideal","E","VS2",62.2,57,4.42,4.46,2.76,646
"36340",0.32,"Premium","G","VVS2",62.3,58,4.38,4.35,2.72,936
"16387",1.32,"Premium","G","SI1",62.1,59,7.03,6.99,4.35,6542
"19558",1.5,"Premium","E","SI2",58,60,7.52,7.47,4.35,8190
"28231",0.33,"Ideal","H","VVS2",62.2,56,4.44,4.46,2.77,666
"44017",0.51,"Premium","G","VS2",62.9,58,5.11,5.06,3.2,1546
"43857",0.57,"Ideal","I","VS1",62.2,55,5.28,5.33,3.3,1448
"18487",1,"Very Good","G","VVS2",62.3,58,6.39,6.45,4,7528
"2305",0.78,"Good","F","VS1",64,54,5.86,5.82,3.74,3163
"47981",0.32,"Ideal","E","SI1",61.5,55,4.4,4.44,2.72,532
"46613",0.51,"Ideal","D","VS2",62.7,55,5.09,5.12,3.2,1787
"20723",0.31,"Ideal","F","VS2",62.4,56,4.31,4.34,2.7,625
"15413",1.51,"Premium","I","SI2",61.3,55,7.41,7.36,4.53,6173
"52636",0.24,"Very Good","F","VVS2",62.2,58,3.97,4.01,2.48,552
